indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio
2103	Gauri The Unborn	1512	2353	2007-11-30	2007	2005	Disaster	1	2.75	0.365	0.395	7.15	0.949	1.027	0.0	1.0
2104	1 13 7 - Ek Tera Saath	3421	2354	2016-10-21	2016	2015	Disaster	1	30.0	0.605	0.639	36.9	0.744	0.786	0.0	1.0
2105	Deewana Main Deewana	1233	2356	2013-02-01	2013	2010	Disaster	1	5.0	0.245	0.325	7.55	0.37	0.491	0.0	1.0
2106	Miss India - The Mystery	1889	2359	2003-09-19	2003	2000	Disaster	1	0.4	0.095	0.13	1.26	0.299	0.41	0.0	1.0
2107	Jia Aur Jia	3634	2360	2017-10-27	2017	2015	Disaster	1	25.5	0.715	0.721	30.6	0.858	0.865	0.0	1.0
2108	Kaashi	5527	2361	2018-10-26	2018	2015	Disaster	1	30.5	0.713	0.735	35.075	0.82	0.845	0.0	1.0
2109	Kya Dilli Kya Lahore	2237	2363	2014-05-02	2014	2010	Disaster	1	5.5	0.63	0.6609999999999999	7.59	0.869	0.912	0.0	1.0
2110	Saare Jahaan Se Mehnga	680	2366	2013-03-08	2013	2010	Disaster	1	5.0	0.575	0.61	7.55	0.868	0.921	0.0	1.0
2111	1971	355	2367	2007-03-09	2007	2005	Disaster	1	5.5	0.295	0.326	14.3	0.767	0.848	0.0	1.0
2112	Cigarette Ki Tarah	1204	2368	2012-12-14	2012	2010	Disaster	1	6.0	0.308	0.34299999999999997	10.08	0.517	0.576	0.0	1.0
2113	Pardesi Re	1243	2369	2002-11-22	2002	2000	Disaster	1	0.8	0.09	0.115	2.6	0.292	0.374	0.0	1.0
2114	Chase	926	2375	2010-04-30	2010	2010	Disaster	1	0.425	0.358	0.366	0.829	0.698	0.714	0.0	1.0
2115	Tere Mere Phere	839	2376	2011-09-30	2011	2010	Disaster	1	4.75	0.493	0.507	8.455	0.878	0.902	0.0	1.0
2116	Monsoon Shootout	3683	2377	2017-12-15	2017	2015	Disaster	1	12.0	0.7	0.71	14.4	0.84	0.852	0.0	1.0
2117	Snif!!!	3585	2378	2017-08-25	2017	2015	Disaster	1	25.5	0.635	0.696	30.6	0.762	0.835	0.0	1.0
2118	Manorama Six Feet Under	254	2379	2007-09-21	2007	2005	Disaster	1	3.25	0.36	0.42	8.45	0.936	1.092	0.0	1.0
2119	Alag	277	2381	2006-06-16	2006	2005	Disaster	1	8.0	0.35	0.395	22.16	0.969	1.094	0.0	1.0
2120	Hum Hai Raahi Car Ke	1278	2382	2013-05-24	2013	2010	Disaster	1	5.0	0.575	0.604	7.55	0.868	0.912	0.0	1.0
2121	Ab Tumhari Bari	1678	2383	2005-09-02	2005	2005	Disaster	1	0.2	0.068	0.12	0.584	0.199	0.35	0.0	1.0
2122	Shabnam Mousi	1705	2384	2005-05-20	2005	2005	Disaster	1	1.5	0.135	0.16	4.38	0.394	0.467	0.0	1.0
2123	Dongri Ka Raja	3427	2385	2016-11-11	2016	2015	Disaster	1	30.0	0.428	0.513	36.9	0.526	0.631	0.0	1.0
2124	Rukh	3633	2388	2017-10-27	2017	2015	Disaster	1	25.5	0.6729999999999999	0.68	30.6	0.808	0.816	0.0	1.0
2125	Rakhtbeej	1052	2390	2012-05-25	2012	2010	Disaster	1	5.0	0.42	0.478	8.4	0.706	0.803	0.0	1.0
2126	Bhram	218	2391	2008-04-05	2008	2005	Disaster	1	6.0	0.375	0.385	14.76	0.922	0.947	0.0	1.0
2127	Happy Husbands	784	2394	2011-03-25	2011	2010	Disaster	1	3.0	0.355	0.38799999999999996	5.34	0.632	0.691	0.0	1.0
2128	2-Oct	1891	2400	2003-09-05	2003	2000	Disaster	1	0.45	0.095	0.12300000000000001	1.418	0.299	0.387	0.0	1.0
2129	United Six	774	2402	2011-02-04	2011	2010	Disaster	1	5.0	0.25	0.28800000000000003	8.9	0.445	0.513	0.0	1.0
2130	Sparsh - The Touch	1874	2405	2003-11-14	2003	2000	Disaster	1	1.0	0.1	0.155	3.15	0.315	0.488	0.0	1.0
2131	Setters	5652	2407	2019-05-03	2019	2015	Disaster	1	11.0	0.67	0.71	12.1	0.737	0.781	0.0	1.0
2132	Ek Din 24 Ghante	574	2409	2003-11-07	2003	2000	Disaster	1	2.0	0.225	0.263	6.3	0.709	0.828	0.0	1.0
2133	Oh, My God!!	1370	2413	2008-12-05	2008	2005	Disaster	1	3.5	0.37799999999999995	0.413	8.61	0.93	1.016	0.0	1.0
2134	Sitam	1639	2414	2005-11-18	2005	2005	Disaster	1	1.25	0.09	0.12300000000000001	3.65	0.263	0.359	0.0	1.0
2135	Sirf....	1324	2415	2008-04-25	2008	2005	Disaster	1	3.0	0.37799999999999995	0.4	7.38	0.93	0.984	0.0	1.0
2136	Monsoon	2665	2417	2015-02-20	2015	2015	Disaster	1	23.0	0.373	0.4	29.9	0.485	0.52	0.0	1.0
2137	Maa Santoshi Maa	1899	2419	2003-07-18	2003	2000	Disaster	1	1.5	0.095	0.128	4.725	0.299	0.403	0.0	1.0
2138	Kachchi Sadak	1548	2423	2006-09-15	2006	2005	Disaster	1	1.75	0.095	0.17800000000000002	4.848	0.263	0.493	0.0	1.0
2139	Fraud Saiyaan	5574	2424	2019-01-18	2019	2015	Disaster	1	38.0	0.615	0.6679999999999999	41.8	0.676	0.735	0.0	1.0
2140	I Am	962	2427	2011-04-29	2011	2010	Disaster	1	1.75	0.385	0.49	3.115	0.685	0.872	0.0	1.0
2141	Bloody Isshq	1256	2429	2013-03-01	2013	2010	Disaster	1	5.5	0.24	0.34299999999999997	8.305	0.362	0.518	0.0	1.0
2142	Showbiz	1513	2430	2007-12-28	2007	2005	Disaster	1	4.25	0.315	0.363	11.05	0.819	0.944	0.0	1.0
2143	Bipasha - The Black Beauty	1526	2432	2006-11-10	2006	2005	Disaster	1	1.5	0.09	0.138	4.155	0.249	0.382	0.0	1.0
2144	7 Hours To Go	3308	2433	2016-06-24	2016	2015	Disaster	1	30.0	0.54	0.55	36.9	0.664	0.676	0.0	1.0
2145	Ek Second... Jo Zindagi Badal De?	933	2434	2010-06-11	2010	2010	Disaster	1	2.75	0.305	0.316	5.362	0.595	0.616	0.0	1.0
2146	Will You Marry Me?	1017	2435	2012-03-02	2012	2010	Disaster	1	6.0	0.53	0.5429999999999999	10.08	0.89	0.912	0.0	1.0
2147	Dukaan - The Body Shop	1832	2437	2004-05-21	2004	2000	Disaster	1	0.75	0.105	0.163	2.272	0.318	0.494	0.0	1.0
2148	Jack & Dil	5535	2440	2018-11-02	2018	2015	Disaster	1	30.5	0.615	0.623	35.075	0.707	0.716	0.0	1.0
2149	Yehi Hai Zindagi	1761	2441	2005-01-07	2005	2005	Disaster	1	1.0	0.11	0.15	2.92	0.321	0.438	0.0	1.0
2150	Jalwa - Fun In Love	1674	2442	2005-09-09	2005	2005	Disaster	1	1.25	0.085	0.115	3.65	0.248	0.336	0.0	1.0
2151	Diary Of A Butterfly	1044	2444	2012-03-02	2012	2010	Disaster	1	2.75	0.218	0.26	4.62	0.366	0.437	0.0	1.0
2152	Lanka	859	2445	2011-12-09	2011	2010	Disaster	1	8.0	0.395	0.43	14.24	0.703	0.765	0.0	1.0
2153	Morning Raga	1777	2446	2004-10-29	2004	2000	Disaster	1	1.5	0.18	0.305	4.545	0.545	0.924	0.0	1.0
2154	Dulhan Banoo Main Teri	2263	2447	1999-12-24	1999	1995	Disaster	1	0.5	0.055	0.065	1.775	0.195	0.231	0.0	1.0
2155	Zed Plus	2437	2450	2014-11-28	2014	2010	Disaster	1	5.5	0.5579999999999999	0.573	7.59	0.77	0.791	0.0	1.0
2156	Morning Walk	1093	2452	2009-07-10	2009	2005	Disaster	1	2.75	0.365	0.418	6.188	0.821	0.94	0.0	1.0
2157	Lucky Kabootar	2227	2454	2014-04-18	2014	2010	Disaster	1	7.0	0.28800000000000003	0.315	9.66	0.397	0.435	0.0	1.0
2158	Direct Ishq	3221	2455	2016-02-19	2016	2015	Disaster	1	30.0	0.373	0.392	36.9	0.459	0.482	0.0	1.0
2159	Bus Yun Hi	1235	2457	2003-02-14	2003	2000	Disaster	1	0.85	0.14800000000000002	0.248	2.677	0.466	0.781	0.0	1.0
2160	Ru-Ba-Ru	1354	2458	2008-09-12	2008	2005	Disaster	1	5.5	0.35	0.361	13.53	0.861	0.888	0.0	1.0
2161	Gumnaam - The Mystery	1368	2459	2008-12-05	2008	2005	Disaster	1	3.25	0.205	0.235	7.995	0.504	0.578	0.0	1.0
2162	Beda Paar Karte Bhagwan Amarnath	1558	2461	2006-07-28	2006	2005	Disaster	1	0.2	0.07	0.175	0.554	0.194	0.485	0.0	1.0
2163	Amit Sahni Ki List	2284	2462	2014-07-18	2014	2010	Disaster	1	7.0	0.5579999999999999	0.5670000000000001	9.66	0.77	0.782	0.0	1.0
2164	Pappu Can't Dance Saala	862	2463	2011-12-16	2011	2010	Disaster	1	8.5	0.43799999999999994	0.44799999999999995	15.13	0.78	0.797	0.0	1.0
2165	Children Of War	2245	2466	2014-05-16	2014	2010	Disaster	1	9.0	0.53	0.556	12.42	0.731	0.767	0.0	1.0
2166	Memsahab	1337	2467	2008-06-20	2008	2005	Disaster	1	1.75	0.105	0.133	4.305	0.258	0.327	0.0	1.0
2167	The Blue Umbrella	232	2471	2007-08-10	2007	2005	Disaster	1	2.0	0.29	0.36	5.2	0.754	0.936	0.0	1.0
2168	Mukti Bhawan	3505	2472	2017-04-07	2017	2015	Disaster	1	25.5	0.418	0.54	30.6	0.502	0.648	0.0	1.0
2169	Janleva 555	1156	2473	2012-10-19	2012	2010	Disaster	1	2.0	0.16	0.185	3.36	0.269	0.311	0.0	1.0
2170	Dhandha	1837	2476	2004-04-23	2004	2000	Disaster	1	0.4	0.06	0.1	1.212	0.182	0.303	0.0	1.0
2171	Meri Padosan	1068	2478	2009-04-17	2009	2005	Disaster	1	2.25	0.145	0.243	5.062	0.326	0.547	0.0	1.0
2172	Love Ke Chakkar Mein...	1568	2479	2006-06-02	2006	2005	Disaster	1	3.5	0.2	0.243	9.695	0.554	0.673	0.0	1.0
2173	Mod	875	2480	2011-10-14	2011	2010	Disaster	1	5.5	0.41	0.465	9.79	0.73	0.828	0.0	1.0
2174	Wedding Pullav	3082	2486	2015-10-16	2015	2015	Disaster	1	23.0	0.508	0.521	29.9	0.66	0.677	0.0	1.0
2175	Hum Pyar Tumhi Se Kar Baithe	679	2487	2002-11-05	2002	2000	Disaster	1	1.5	0.055	0.08	4.875	0.179	0.26	0.0	1.0
2176	Wounded	1446	2488	2007-03-09	2007	2005	Disaster	1	1.25	0.155	0.188	3.25	0.403	0.489	0.0	1.0
2177	Utt Pataang	773	2492	2011-02-04	2011	2010	Disaster	1	5.5	0.37799999999999995	0.40299999999999997	9.79	0.673	0.717	0.0	1.0
2178	Khajoor Pe Atka	3769	2495	2018-05-18	2018	2015	Disaster	1	30.5	0.5379999999999999	0.562	35.075	0.619	0.646	0.0	1.0
2179	Undertrial	1433	2497	2007-02-09	2007	2005	Disaster	1	2.0	0.25	0.33	5.2	0.65	0.858	0.0	1.0
2180	Kudiyon Ka Hai Zamana	351	2500	2007-01-05	2007	2005	Disaster	1	7.5	0.21	0.245	19.5	0.546	0.637	0.0	1.0
2181	Jal	2218	2502	2014-04-04	2014	2010	Disaster	1	6.0	0.483	0.513	8.28	0.667	0.708	0.0	1.0
2182	Phir Aik Saazish	1031	2505	2012-01-20	2012	2010	Disaster	1	0.9	0.135	0.165	1.512	0.227	0.277	0.0	1.0
2183	Chand Bujh Gaya	1731	2506	2005-03-11	2005	2005	Disaster	1	1.75	0.08	0.12	5.11	0.234	0.35	0.0	1.0
2184	Ek Zakhm - The Blast	1574	2507	2006-05-19	2006	2005	Disaster	1	0.75	0.08	0.125	2.078	0.222	0.346	0.0	1.0
2185	Jahan Jaaeyega Humen Paaeyega	1485	2508	2007-07-06	2007	2005	Disaster	1	4.0	0.12	0.15	10.4	0.312	0.39	0.0	1.0
2186	Kaun Hai Jo Sapno Mein Aaya	1820	2512	2004-08-13	2004	2000	Disaster	1	1.5	0.18	0.233	4.545	0.545	0.706	0.0	1.0
2187	Dhoop	572	2516	2003-11-07	2003	2000	Disaster	1	1.5	0.145	0.218	4.725	0.457	0.687	0.0	1.0
2188	Aagaah - The Warning	816	2517	2011-08-05	2011	2010	Disaster	1	3.0	0.253	0.29	5.34	0.45	0.516	0.0	1.0
2189	Be Careful	848	2522	2011-10-21	2011	2010	Disaster	1	2.75	0.3	0.316	4.895	0.534	0.562	0.0	1.0
2190	Umar	1593	2523	2006-03-17	2006	2005	Disaster	1	3.5	0.195	0.228	9.695	0.54	0.632	0.0	1.0
2191	Gaja Gamini	757	2524	2000-12-01	2000	2000	Disaster	1	2.5	0.06	0.10800000000000001	8.825	0.212	0.381	0.0	1.0
2192	Tahaan	206	2527	2008-09-06	2008	2005	Disaster	1	3.0	0.325	0.353	7.38	0.8	0.868	0.0	1.0
2193	Ishq Actually	1658	2528	2013-10-25	2013	2010	Disaster	1	3.5	0.353	0.385	5.285	0.533	0.581	0.0	1.0
2194	M3 - Midsummer Midnight Mumbai	2247	2532	2014-05-16	2014	2010	Disaster	1	4.25	0.23	0.26	5.865	0.317	0.359	0.0	1.0
2195	Raqt	1543	2533	2013-09-27	2013	2010	Disaster	1	2.5	0.188	0.20800000000000002	3.775	0.284	0.314	0.0	1.0
2196	Sadda Adda	1014	2539	2012-01-13	2012	2010	Disaster	1	2.75	0.308	0.345	4.62	0.517	0.58	0.0	1.0
2197	Question Mark	1134	2541	2012-02-17	2012	2010	Disaster	1	0.5	0.258	0.313	0.84	0.433	0.526	0.0	1.0
2198	The Japanese Wife	918	2542	2010-04-09	2010	2010	Disaster	1	1.5	0.165	0.395	2.925	0.322	0.77	0.0	1.0
2199	Jai Santoshi Maa	1545	2543	2006-09-29	2006	2005	Disaster	1	4.25	0.195	0.223	11.772	0.54	0.618	0.0	1.0
2200	Balwinder Singh... Famous Ho Gaya	2313	2544	2014-09-26	2014	2010	Disaster	1	7.0	0.413	0.42200000000000004	9.66	0.57	0.582	0.0	1.0
2201	Aisaa Kyon	1895	2545	2003-08-08	2003	2000	Disaster	1	0.4	0.043	0.085	1.26	0.135	0.268	0.0	1.0
2202	Dhamkee - The Extortion	1728	2549	2005-03-18	2005	2005	Disaster	1	0.9	0.095	0.13	2.628	0.277	0.38	0.0	1.0
2203	Ishq Ke Parindey	2856	2550	2015-04-24	2015	2015	Disaster	1	3.25	0.255	0.295	4.225	0.332	0.384	0.0	1.0
2204	Broken Horses	2842	2553	2015-04-10	2015	2015	Disaster	1	60.0	0.44799999999999995	0.45799999999999996	78.0	0.582	0.595	0.0	1.0
2205	Deadline - Sirf 24 Ghante	1527	2554	2006-11-10	2006	2005	Disaster	1	2.25	0.225	0.275	6.232	0.623	0.762	0.0	1.0
2206	Yatra	1464	2557	2007-05-04	2007	2005	Disaster	1	4.75	0.245	0.285	12.35	0.637	0.741	0.0	1.0
2207	Gandhigiri	3418	2560	2016-10-21	2016	2015	Disaster	1	30.0	0.40299999999999997	0.408	36.9	0.496	0.502	0.0	1.0
2208	Love Khichdi	1109	2561	2009-08-28	2009	2005	Disaster	1	2.25	0.26	0.266	5.062	0.585	0.598	0.0	1.0
2209	Mobile Phone	1570	2562	2006-06-09	2006	2005	Disaster	1	0.7	0.05	0.095	1.939	0.138	0.263	0.0	1.0
2210	Dhadkanein	1579	2566	2006-05-05	2006	2005	Disaster	1	1.5	0.07	0.105	4.155	0.194	0.291	0.0	1.0
2211	Jigyaasa	1596	2567	2006-03-10	2006	2005	Disaster	1	2.0	0.15	0.19	5.54	0.416	0.526	0.0	1.0
2212	Royal Utsav	1012	2571	2009-04-10	2009	2005	Disaster	1	3.0	0.1	0.133	6.75	0.225	0.299	0.0	1.0
2213	Game Over	3678	2574	2017-12-08	2017	2015	Disaster	1	25.5	0.23800000000000002	0.318	30.6	0.286	0.382	0.0	1.0
2214	Maruti Mera Dosst	1080	2575	2009-06-05	2009	2005	Disaster	1	2.75	0.273	0.294	6.188	0.614	0.662	0.0	1.0
2215	Ata Pata Laapata	1176	2579	2012-11-02	2012	2010	Disaster	1	11.0	0.225	0.251	18.48	0.378	0.422	0.0	1.0
2216	Sharafat Gayi Tel Lene	2531	2580	2015-01-16	2015	2015	Disaster	1	7.0	0.418	0.425	9.1	0.543	0.552	0.0	1.0
2217	A Flat	961	2581	2010-11-12	2010	2010	Disaster	1	5.5	0.28	0.31	10.725	0.546	0.604	0.0	1.0
2218	Kaagaz Ke Fools	2857	2584	2015-04-24	2015	2015	Disaster	1	4.0	0.34	0.35	5.2	0.442	0.455	0.0	1.0
2219	Four Two Ka One	1270	2586	2013-05-10	2013	2010	Disaster	1	6.0	0.185	0.195	9.06	0.279	0.294	0.0	1.0
2220	Chehra - The Unknown Mask	981	2588	2013-04-26	2013	2010	Disaster	1	0.8	0.19	0.22	1.208	0.287	0.332	0.0	1.0
2221	I Am Singh	858	2590	2011-12-02	2011	2010	Disaster	1	9.0	0.313	0.322	16.02	0.557	0.573	0.0	1.0
2222	Yea Toh Two Much Ho Gaya	3371	2591	2016-09-02	2016	2015	Disaster	1	30.0	0.27	0.3	36.9	0.332	0.369	0.0	1.0
2223	Stop!	1783	2592	2004-11-05	2004	2000	Disaster	1	1.75	0.195	0.218	5.302	0.591	0.661	0.0	1.0
2224	Jahan Tum Le Chalo	2461	2593	1999-01-15	1999	1995	Disaster	1	0.5	0.055	0.068	1.775	0.195	0.241	0.0	1.0
2225	Ya Rab	2124	2595	2014-02-07	2014	2010	Disaster	1	6.0	0.233	0.275	8.28	0.322	0.38	0.0	1.0
2226	Bow Barracks Forever	1493	2596	2007-07-27	2007	2005	Disaster	1	2.25	0.235	0.275	5.85	0.611	0.715	0.0	1.0
2227	Kal - Yesterday & Tomorrow	1673	2597	2005-09-16	2005	2005	Disaster	1	1.0	0.19	0.245	2.92	0.555	0.715	0.0	1.0
2228	Chittagong	1151	2599	2012-10-12	2012	2010	Disaster	1	5.0	0.23	0.353	8.4	0.386	0.593	0.0	1.0
2229	Jaane Hoga Kya	1552	2601	2006-09-01	2006	2005	Disaster	1	5.5	0.17	0.20800000000000002	15.235	0.471	0.576	0.0	1.0
2230	Ribbon	3641	2610	2017-11-03	2017	2015	Disaster	1	25.5	0.395	0.405	30.6	0.474	0.486	0.0	1.0
2231	30 Minutes	3438	2613	2016-12-09	2016	2015	Disaster	1	30.0	0.175	0.245	36.9	0.215	0.301	0.0	1.0
2232	Revati	1713	2614	2005-04-29	2005	2005	Disaster	1	0.9	0.065	0.10800000000000001	2.628	0.19	0.315	0.0	1.0
2233	Kiss Kis Ko	1786	2615	2004-10-29	2004	2000	Disaster	1	2.0	0.125	0.155	6.06	0.379	0.47	0.0	1.0
2234	Angry Young Man	2236	2616	2014-05-02	2014	2010	Disaster	1	4.75	0.15	0.17	6.555	0.207	0.235	0.0	1.0
2235	Chalo America	2458	2619	1999-02-12	1999	1995	Disaster	1	0.35	0.045	0.08800000000000001	1.242	0.16	0.312	0.0	1.0
2236	Miss Lovely	2099	2621	2014-01-17	2014	2010	Disaster	1	5.0	0.35	0.37799999999999995	6.9	0.483	0.522	0.0	1.0
2237	Zubaan	3236	2622	2016-03-04	2016	2015	Disaster	1	8.0	0.358	0.38	9.84	0.44	0.467	0.0	1.0
2238	Rajdhani Express	1215	2624	2013-01-04	2013	2010	Disaster	1	6.5	0.28	0.289	9.815	0.423	0.436	0.0	1.0
2239	Who's There? Kaun Hai Wah?	856	2626	2011-11-18	2011	2010	Disaster	1	1.75	0.2	0.21100000000000002	3.115	0.356	0.376	0.0	1.0
2240	Yaara Silly Silly	3122	2629	2015-11-06	2015	2015	Disaster	1	23.0	0.358	0.37	29.9	0.465	0.481	0.0	1.0
2241	Take It Easy	2485	2630	2015-01-02	2015	2015	Disaster	1	2.25	0.368	0.37799999999999995	2.925	0.478	0.491	0.0	1.0
2242	Bollywood Diaries	3231	2631	2016-02-26	2016	2015	Disaster	1	30.0	0.32299999999999995	0.336	36.9	0.397	0.413	0.0	1.0
2243	Golden Bar	1867	2633	2004-02-27	2004	2000	Disaster	1	0.2	0.01	0.063	0.606	0.03	0.191	0.0	1.0
2244	Mere Dost Picture Abhi Baaki Hai	1146	2635	2012-07-20	2012	2010	Disaster	1	5.25	0.17	0.18	8.82	0.286	0.302	0.0	1.0
2245	Anjaane - The Unknown	728	2636	2005-12-30	2005	2005	Disaster	1	1.5	0.07	0.095	4.38	0.204	0.277	0.0	1.0
2246	The Past	3762	2639	2018-05-11	2018	2015	Disaster	1	30.5	0.31	0.39	35.075	0.356	0.448	0.0	1.0
2247	Uvaa	2885	2645	2015-06-26	2015	2015	Disaster	1	2.5	0.205	0.212	3.25	0.266	0.276	0.0	1.0
2248	Bhairavi	2767	2647	1996-08-23	1996	1995	Disaster	1	0.3	0.033	0.038	1.44	0.158	0.182	0.0	1.0
2249	Bioscopewala	3776	2648	2018-05-25	2018	2015	Disaster	1	30.5	0.34299999999999997	0.364	35.075	0.394	0.419	0.0	1.0
2250	Boond	706	2650	2001-08-17	2001	2000	Disaster	1	0.75	0.04	0.05	2.558	0.136	0.17	0.0	1.0
2251	Amma	1921	2652	2003-01-31	2003	2000	Disaster	1	0.3	0.055	0.075	0.945	0.173	0.236	0.0	1.0
2252	Qasam Se Qasam Se	1056	2655	2012-06-15	2012	2010	Disaster	1	2.0	0.21	0.223	3.36	0.353	0.375	0.0	1.0
2253	Bumboo	1023	2657	2012-03-30	2012	2010	Disaster	1	2.5	0.278	0.285	4.2	0.467	0.479	0.0	1.0
2254	Old Iss Gold	1470	2658	2007-06-22	2007	2005	Disaster	1	0.9	0.1	0.12300000000000001	2.34	0.26	0.32	0.0	1.0
2255	God Only Knows!	1774	2660	2004-01-16	2004	2000	Disaster	1	1.25	0.09	0.165	3.787	0.273	0.5	0.0	1.0
2256	Yeh Faasley	781	2661	2011-03-04	2011	2010	Disaster	1	6.5	0.255	0.268	11.57	0.454	0.477	0.0	1.0
2257	Matrubhoomi	1694	2662	2005-07-08	2005	2005	Disaster	1	2.25	0.14300000000000002	0.17800000000000002	6.57	0.418	0.52	0.0	1.0
2258	Chhodon Naa Yaar	236	2664	2007-10-05	2007	2005	Disaster	1	3.25	0.183	0.19	8.45	0.476	0.494	0.0	1.0
2259	Rise Of The Zombie	1262	2667	2013-04-05	2013	2010	Disaster	1	3.0	0.273	0.28300000000000003	4.53	0.412	0.427	0.0	1.0
2260	3 Bachelors	1137	2671	2012-07-06	2012	2010	Disaster	1	4.0	0.14	0.15	6.72	0.235	0.252	0.0	1.0
2261	Dee Saturday Night	2174	2676	2014-02-21	2014	2010	Disaster	1	2.0	0.138	0.14800000000000002	2.76	0.19	0.204	0.0	1.0
2262	Gandhi To Hitler	813	2677	2011-07-29	2011	2010	Disaster	1	4.75	0.243	0.252	8.455	0.433	0.449	0.0	1.0
2263	Manjunath	2240	2678	2014-05-09	2014	2010	Disaster	1	5.5	0.313	0.335	7.59	0.432	0.462	0.0	1.0
2264	Dreams - Sapnay Sach Honge...	1714	2679	2005-04-22	2005	2005	Disaster	1	1.25	0.085	0.1	3.65	0.248	0.292	0.0	1.0
2265	Satya Bol	1799	2680	2004-10-01	2004	2000	Disaster	1	0.75	0.12	0.14300000000000002	2.272	0.364	0.433	0.0	1.0
2266	Qaidi Band	3587	2681	2017-08-25	2017	2015	Disaster	1	21.0	0.35	0.354	25.2	0.42	0.425	0.0	1.0
2267	C U At 9	1725	2682	2005-04-01	2005	2005	Disaster	1	0.8	0.153	0.198	2.336	0.447	0.578	0.0	1.0
2268	Monica	782	2683	2011-03-25	2011	2010	Disaster	1	4.5	0.18	0.203	8.01	0.32	0.361	0.0	1.0
2269	Mumbai Shooters	1183	2684	2012-11-02	2012	2010	Disaster	1	1.5	0.10300000000000001	0.10800000000000001	2.52	0.173	0.181	0.0	1.0
2270	Bolo Raam	882	2688	2010-01-01	2010	2010	Disaster	1	4.0	0.213	0.223	7.8	0.415	0.435	0.0	1.0
2271	Ishqedarriyan	2875	2689	2015-05-29	2015	2015	Disaster	1	23.0	0.255	0.265	29.9	0.332	0.344	0.0	1.0
2272	Mr. Hot Mr. Kool	1422	2690	2007-01-19	2007	2005	Disaster	1	2.75	0.07	0.09300000000000001	7.15	0.182	0.242	0.0	1.0
2273	Jo Dooba So Paar	847	2691	2011-10-14	2011	2010	Disaster	1	6.0	0.24	0.25	10.68	0.427	0.445	0.0	1.0
2274	High Jack	3768	2692	2018-05-18	2018	2015	Disaster	1	30.5	0.325	0.348	35.075	0.374	0.4	0.0	1.0
2275	Crazy Cukkad Family	2530	2693	2015-01-16	2015	2015	Disaster	1	5.0	0.32	0.32799999999999996	6.5	0.416	0.426	0.0	1.0
2276	Raghu Romeo	557	2694	2004-06-18	2004	2000	Disaster	1	0.5	0.13	0.163	1.515	0.394	0.494	0.0	1.0
2277	Ssukh	438	2695	2005-06-17	2005	2005	Disaster	1	5.0	0.07	0.09	14.6	0.204	0.263	0.0	1.0
2278	Trip To Bhangarh	2304	2697	2014-08-29	2014	2010	Disaster	1	3.5	0.2	0.228	4.83	0.276	0.315	0.0	1.0
2279	Club 60	1924	2698	2013-12-06	2013	2010	Disaster	1	5.0	0.32	0.32	7.55	0.483	0.483	0.0	1.0
2280	Phamous	3779	2699	2018-06-01	2018	2015	Disaster	1	30.5	0.308	0.33799999999999997	35.075	0.354	0.389	0.0	1.0
2281	From Sydney With Love	1038	2700	2012-08-31	2012	2010	Disaster	1	10.0	0.223	0.24	16.8	0.375	0.403	0.0	1.0
2282	Kaalo	972	2703	2010-12-17	2010	2010	Disaster	1	4.0	0.205	0.222	7.8	0.4	0.433	0.0	1.0
2283	Kabhi Kranti Kabhie Jung	1856	2705	2004-03-12	2004	2000	Disaster	1	0.25	0.04	0.06	0.758	0.121	0.182	0.0	1.0
2284	Tu Bal Brahmachari Main Hoon Kanya Kunwari	1861	2707	2004-01-02	2004	2000	Disaster	1	0.5	0.04	0.055	1.515	0.121	0.167	0.0	1.0
2285	Yeh Jo Mohabbat Hai	1159	2709	2012-08-03	2012	2010	Disaster	1	8.0	0.193	0.213	13.44	0.324	0.358	0.0	1.0
2286	Muskurake Dekh Zara	921	2710	2010-04-23	2010	2010	Disaster	1	3.5	0.2	0.21	6.825	0.39	0.41	0.0	1.0
2287	Kahin Hai Mera Pyar	2235	2712	2014-05-02	2014	2010	Disaster	1	4.5	0.13	0.165	6.21	0.179	0.228	0.0	1.0
2288	Yeh Khula Aasman	1053	2714	2012-05-25	2012	2010	Disaster	1	2.75	0.23800000000000002	0.266	4.62	0.4	0.447	0.0	1.0
2289	College Campus	871	2716	2011-05-27	2011	2010	Disaster	1	1.5	0.133	0.138	2.67	0.237	0.246	0.0	1.0
2290	Married To America	1133	2717	2012-02-17	2012	2010	Disaster	1	2.5	0.15	0.158	4.2	0.252	0.265	0.0	1.0
2291	5 Weddings	5528	2720	2018-10-26	2018	2015	Disaster	1	30.5	0.315	0.322	35.075	0.362	0.37	0.0	1.0
2292	Dehraadun Diary	1214	2722	2013-01-04	2013	2010	Disaster	1	4.25	0.247	0.253	6.418	0.373	0.382	0.0	1.0
2293	Ghaav - The Wound	1241	2723	2002-12-27	2002	2000	Disaster	1	0.9	0.035	0.045	2.925	0.114	0.146	0.0	1.0
2294	Akkad Bakkad Bambey Bo	1020	2724	2012-03-16	2012	2010	Disaster	1	1.5	0.135	0.145	2.52	0.227	0.244	0.0	1.0
2295	Antardwand	940	2725	2010-08-27	2010	2010	Disaster	1	4.0	0.188	0.192	7.8	0.367	0.374	0.0	1.0
