film	id	rank	release_date	verdict	budget	first_week	tot_net_gross
Angry Young Man	2236	2616	2-May-14	Disaster	47500000	1500000	1700000
Pyasi Chandni	1879	2617	13-Jun-03	Disaster	1500000	NaN	525000
Phool Bani Phoolan	2363	2618	8-Oct-99	Disaster	3500000	NaN	375000
Chalo America	2458	2619	12-Feb-99	Disaster	3500000	450000	875000
Kaamasthree	1382	2620	29-Jun-12	Disaster	1000000	NaN	1300000
Miss Lovely	2099	2621	17-Jan-14	Disaster	50000000	3500000	3775000
Zubaan	3236	2622	4-Mar-16	Disaster	80000000	3575000	3800000
No Parking	1528	2623	27-Oct-06	Disaster	1500000	NaN	725000
Rajdhani Express	1215	2624	4-Jan-13	Disaster	65000000	2800000	2890000
Malkin	2074	2625	6-Apr-01	Disaster	1500000	NaN	400000
Who's There? Kaun Hai Wah?	856	2626	18-Nov-11	Disaster	17500000	2000000	2105000
Kaamukta	2054	2627	8-Jun-01	Disaster	1500000	NaN	425000
Krishna Tere Desh Mein	2117	2628	10-Nov-00	Disaster	5500000	NaN	425000
Yaara Silly Silly	3122	2629	6-Nov-15	Disaster	NaN	3575000	3695000
Take It Easy	2485	2630	2-Jan-15	Disaster	22500000	3675000	3775000
Bollywood Diaries	3231	2631	26-Feb-16	Disaster	NaN	3225000	3360000
The Dirty MMS	1955	2632	20-Dec-13	Disaster	2000000	NaN	1000000
Golden Bar	1867	2633	27-Feb-04	Disaster	2000000	100000	625000
Tera Pati Mera Pyar	1597	2634	3-Mar-06	Disaster	3000000	NaN	700000
Mere Dost Picture Abhi Baaki Hai	1146	2635	20-Jul-12	Disaster	52500000	1700000	1800000
Anjaane - The Unknown	728	2636	30-Dec-05	Disaster	15000000	700000	950000
Tu Hi Meri Ganga	2386	2637	13-Aug-99	Disaster	1500000	NaN	400000
Adhuri Suhaag Raat	2184	2638	10-Mar-00	Disaster	1000000	NaN	350000
The Past	3762	2639	11-May-18	Disaster	NaN	3100000	3900000
Satellite Shankar	5768	2640	8-Nov-19	Disaster	NaN	NaN	4200000
Khaamoshi	5674	2641	14-Jun-19	Disaster	NaN	NaN	4200000
Murde Ki Maut	2144	2642	18-Aug-00	Disaster	2000000	NaN	375000
Yeh Hai Prem Janjaal	2159	2643	23-Jun-00	Disaster	1500000	NaN	375000
Har Raat Naya Saudagar	1709	2644	13-May-05	Disaster	1500000	NaN	650000
Uvaa	2885	2645	26-Jun-15	Disaster	25000000	2050000	2115000
Share Bazaar	2630	2646	14-Nov-97	Disaster	3000000	NaN	350000
Bhairavi	2767	2647	23-Aug-96	Disaster	3000000	325000	375000
Bioscopewala	3776	2648	25-May-18	Disaster	NaN	3425000	3640000
Raat Ki Baat	2131	2649	6-Oct-00	Disaster	3000000	NaN	400000
Boond	706	2650	17-Aug-01	Disaster	7500000	400000	500000
Family of Thakurganj	5693	2651	19-Jul-19	Disaster	NaN	NaN	4300000
Amma	1921	2652	31-Jan-03	Disaster	3000000	550000	750000
Oh Meri Jaan	1886	2653	21-Mar-03	Disaster	1500000	NaN	500000
Ek Aur Murder	1508	2654	14-Dec-07	Disaster	2000000	NaN	700000
Qasam Se Qasam Se	1056	2655	15-Jun-12	Disaster	20000000	2100000	2225000
Ram Balram Aur Ramkali	1685	2656	5-Aug-05	Disaster	1500000	NaN	625000
Bumboo	1023	2657	30-Mar-12	Disaster	25000000	2775000	2845000
Old Iss Gold	1470	2658	22-Jun-07	Disaster	9000000	1000000	1225000
Shringaar	1934	2659	13-Dec-13	Disaster	4000000	NaN	1100000
God Only Knows!	1774	2660	16-Jan-04	Disaster	12500000	900000	1650000
Yeh Faasley	781	2661	4-Mar-11	Disaster	65000000	2550000	2675000
Matrubhoomi	1694	2662	8-Jul-05	Disaster	22500000	1425000	1775000
Main Hoon Beauty Queen	2042	2663	6-Jul-01	Disaster	2000000	NaN	400000
Chhodon Naa Yaar	236	2664	5-Oct-07	Disaster	32500000	1825000	1900000
Jai Kaali	2002	2665	7-Dec-01	Disaster	4500000	NaN	375000
Naari Ek Khilona	1756	2666	21-Jan-05	Disaster	5500000	NaN	600000
Rise Of The Zombie	1262	2667	5-Apr-13	Disaster	30000000	2725000	2825000
Chaatwali	1408	2668	27-Nov-09	Disaster	1000000	NaN	750000
Mere Pyare Prime Minister	5623	2669	15-Mar-19	Disaster	NaN	NaN	4000000
Premsutra	1736	2670	25-Feb-05	Disaster	1500000	NaN	575000
3 Bachelors	1137	2671	6-Jul-12	Disaster	40000000	1400000	1500000
Haseena	3695	2672	5-Jan-18	Disaster	NaN	NaN	2300000
Club Dancer No. 1 - Gulabi Raatein	2113	2673	17-Nov-00	Disaster	1500000	NaN	350000
Jism Aur Kamasutra	1810	2674	27-Aug-04	Disaster	1500000	NaN	550000
Garam Dukaan	1833	2675	28-May-04	Disaster	1500000	NaN	525000
Dee Saturday Night	2174	2676	21-Feb-14	Disaster	20000000	1375000	1475000
Gandhi To Hitler	813	2677	29-Jul-11	Disaster	47500000	2425000	2520000
Manjunath	2240	2678	9-May-14	Disaster	55000000	3125000	3350000
Dreams - Sapnay Sach Honge...	1714	2679	22-Apr-05	Disaster	12500000	850000	1000000
Satya Bol	1799	2680	1-Oct-04	Disaster	7500000	1200000	1425000
Qaidi Band	3587	2681	25-Aug-17	Disaster	210000000	3500000	3540000
C U At 9	1725	2682	1-Apr-05	Disaster	8000000	1525000	1975000
Monica	782	2683	25-Mar-11	Disaster	45000000	1800000	2025000
Mumbai Shooters	1183	2684	2-Nov-12	Disaster	15000000	1025000	1075000
Dil Sanki Sala	3387	2685	23-Sep-16	Disaster	NaN	NaN	2300000
Kaam Milan	1759	2686	14-Jan-05	Disaster	1500000	NaN	550000
Dassehra	5529	2687	26-Oct-18	Disaster	NaN	NaN	2100000
Bolo Raam	882	2688	1-Jan-10	Disaster	40000000	2125000	2225000
Ishqedarriyan	2875	2689	29-May-15	Disaster	NaN	2550000	2645000
Mr. Hot Mr. Kool	1422	2690	19-Jan-07	Disaster	27500000	700000	925000
Jo Dooba So Paar	847	2691	14-Oct-11	Disaster	60000000	2400000	2495000
High Jack	3768	2692	18-May-18	Disaster	NaN	3250000	3480000
Crazy Cukkad Family	2530	2693	16-Jan-15	Disaster	50000000	3200000	3275000
Raghu Romeo	557	2694	18-Jun-04	Disaster	5000000	1300000	1625000
Ssukh	438	2695	17-Jun-05	Disaster	50000000	700000	900000
Haunted Jungle	3227	2696	26-Feb-16	Disaster	NaN	NaN	1500000
Trip To Bhangarh	2304	2697	29-Aug-14	Disaster	35000000	2000000	2275000
Club 60	1924	2698	6-Dec-13	Disaster	50000000	3200000	3200000
Phamous	3779	2699	1-Jun-18	Disaster	NaN	3075000	3375000
From Sydney With Love	1038	2700	31-Aug-12	Disaster	100000000	2225000	2400000
Shikaar	2190	2701	28-Jan-00	Disaster	6000000	NaN	350000
Main Tere Ishq Mein	1320	2702	21-Sep-07	Disaster	4000000	NaN	650000
Kaalo	972	2703	17-Dec-10	Disaster	40000000	2050000	2220000
Charitraheen - Ek Naari Ki Vyatha	1681	2704	26-Aug-05	Disaster	1500000	NaN	550000
Kabhi Kranti Kabhie Jung	1856	2705	12-Mar-04	Disaster	2500000	400000	600000
A Story Of Call Girl	1795	2706	22-Oct-04	Disaster	2000000	NaN	500000
Tu Bal Brahmachari Main Hoon Kanya Kunwari	1861	2707	2-Jan-04	Disaster	5000000	400000	550000
The Power Of Woman - Tezaab	1784	2708	29-Oct-04	Disaster	2000000	NaN	500000
Yeh Jo Mohabbat Hai	1159	2709	3-Aug-12	Disaster	80000000	1925000	2125000
Muskurake Dekh Zara	921	2710	23-Apr-10	Disaster	35000000	2000000	2095000
3 In 1	1811	2711	22-Nov-13	Disaster	1500000	NaN	900000
Kahin Hai Mera Pyar	2235	2712	2-May-14	Disaster	45000000	1300000	1650000
Train To Pakistan	2617	2713	26-Dec-97	Disaster	10000000	NaN	700000
Yeh Khula Aasman	1053	2714	25-May-12	Disaster	27500000	2375000	2660000
The Last Tale Of Kayenaat	3432	2715	25-Nov-16	Disaster	NaN	NaN	1600000
College Campus	871	2716	27-May-11	Disaster	15000000	1325000	1375000
Married To America	1133	2717	17-Feb-12	Disaster	25000000	1500000	1575000
Aaja Meri Bahon Mein	1885	2718	29-Aug-03	Disaster	1000000	NaN	400000
Garam Saansein	1519	2719	24-Nov-06	Disaster	1000000	NaN	600000
5 Weddings	5528	2720	26-Oct-18	Disaster	NaN	3150000	3215000
I Love Julie	1942	2721	25-Oct-02	Disaster	1500000	NaN	375000
Dehraadun Diary	1214	2722	4-Jan-13	Disaster	42500000	2470000	2525000
Ghaav - The Wound	1241	2723	27-Dec-02	Disaster	9000000	350000	450000
Akkad Bakkad Bambey Bo	1020	2724	16-Mar-12	Disaster	15000000	1350000	1450000
Antardwand	940	2725	27-Aug-10	Disaster	40000000	1875000	1920000
Sons Of Ram	1171	2726	2-Nov-12	Disaster	50000000	2325000	2425000
Rivaaz	833	2727	16-Sep-11	Disaster	37500000	1885000	1935000
Rangeela Raja	5573	2728	18-Jan-19	Disaster	NaN	3025000	3400000
Swami	1476	2729	8-Jun-07	Disaster	27500000	1600000	1675000
Main Aur Mr. Riight	2476	2730	12-Dec-14	Disaster	42500000	2825000	2900000
Babloo Happy Hai	2125	2731	7-Feb-14	Disaster	45000000	2175000	2275000
X Past Is Present	3151	2732	20-Nov-15	Disaster	NaN	2775000	2865000
Angrezi Mein Kehte Hain	3770	2733	18-May-18	Disaster	NaN	3050000	3210000
Buddha In A Traffic Jam	3281	2734	13-May-16	Disaster	NaN	2775000	2875000
A Strange Love Story	803	2735	3-Jun-11	Disaster	27500000	1435000	1585000
Mumbai Can Dance Saalaa	2486	2736	2-Jan-15	Disaster	35000000	2175000	2275000
Bach Ke Zaraa	1334	2737	6-Jun-08	Disaster	2000000	NaN	800000
Lakeer Ka Fakeer	1285	2738	14-Jun-13	Disaster	12500000	1250000	1550000
Zor Lagaa Ke... Haiya!	1082	2739	12-Jun-09	Disaster	32500000	1900000	1975000
Saat Saheliyan	1963	2740	14-Jun-02	Disaster	1000000	NaN	350000
Love Express	804	2741	10-Jun-11	Disaster	50000000	2050000	2150000
White Noise	1734	2742	4-Mar-05	Disaster	10000000	750000	1725000
Hostel	769	2743	21-Jan-11	Disaster	22500000	1175000	1225000
Khoob Milai Jodi	1809	2744	3-Sep-04	Disaster	2500000	NaN	500000
Gali Guleiyan	3828	2745	7-Sep-18	Disaster	NaN	3000000	3075000
Lakshmi	2207	2746	21-Mar-14	Disaster	40000000	2525000	2900000
Jo Hum Chahein	861	2747	16-Dec-11	Disaster	85000000	2775000	2865000
Milan Talkies	5622	2748	15-Mar-19	Disaster	NaN	NaN	3300000
Mahatma	2501	2749	20-Nov-98	Disaster	2500000	NaN	300000
The Light - Swami Vivekananda	1427	2750	23-Aug-13	Disaster	17500000	1875000	2150000
Sheen	1835	2751	7-May-04	Disaster	7500000	1000000	1250000
Khooni Kala Jadu	2102	2752	29-Dec-00	Disaster	1000000	NaN	300000
Hazaar Chaurasi Ki Maa	2585	2753	20-Mar-98	Disaster	7500000	NaN	600000
Nakshatra	959	2754	29-Oct-10	Disaster	47500000	1895000	1915000
Shaheed-E-Kargil - A True Story	2087	2755	26-Jan-01	Disaster	2500000	NaN	300000
Rafoo Chakkar - Fun On The Run	1360	2756	26-Sep-08	Disaster	27500000	1800000	1875000
Garibon Ka Daata	1932	2757	29-Nov-02	Disaster	1500000	NaN	350000
Ishq Forever	3222	2758	19-Feb-16	Disaster	NaN	1950000	2030000
Mittal Vs Mittal	911	2759	26-Mar-10	Disaster	32500000	1825000	1875000
Siyaah	1140	2760	25-May-12	Disaster	12500000	850000	1000000
Nar Naari	1836	2761	30-Apr-04	Disaster	1000000	NaN	425000
Mastani Bhabhi	1499	2762	28-Sep-07	Disaster	1500000	NaN	550000
Namkeen Chaat Masala	1494	2763	10-Aug-07	Disaster	1500000	NaN	575000
Sona Spa	800	2764	22-Mar-13	Disaster	40000000	1770000	1845000
Bachelor Of Love - B.A. Fail	2725	2765	6-Mar-15	Disaster	NaN	NaN	900000
Anjunaa Beach	1045	2766	24-Feb-12	Disaster	12500000	1000000	1475000
Mujrewali	1401	2767	30-Apr-10	Disaster	1000000	25000	625000
Bandook	1221	2768	18-Jan-13	Disaster	45000000	1475000	1550000
I Am 24	1040	2769	31-Aug-12	Disaster	42500000	2225000	2300000
Lateef - The King Of Crime	2287	2770	1-Aug-14	Disaster	30000000	1550000	1650000
Let's Enjoy	1797	2771	1-Oct-04	Disaster	9000000	1250000	1450000
Bachelor Party	1113	2772	4-Sep-09	Disaster	25000000	900000	975000
Mukhbiir	1353	2773	29-Aug-08	Disaster	37500000	1400000	1625000
Bhadaas	2004	2774	27-Dec-13	Disaster	27500000	1250000	1350000
Anamika	1326	2775	2-May-08	Disaster	32500000	1675000	1755000
Bal Ganesh 2	1123	2776	23-Oct-09	Disaster	22500000	1835000	1885000
Ladki Jawaan Padosi Pareshan	2016	2777	16-Nov-01	Disaster	1000000	NaN	300000
Sonata	3516	2778	21-Apr-17	Disaster	NaN	1950000	2575000
Hari Bhari	2103	2779	29-Dec-00	Disaster	4000000	NaN	650000
Lucchey Laffange	3362	2780	19-Aug-16	Disaster	NaN	NaN	1300000
Via Darjeeling	210	2781	27-Jun-08	Disaster	15000000	1750000	1925000
Munni Metric Pass 2	3244	2782	18-Mar-16	Disaster	NaN	NaN	1300000
Musaa - The Most Wanted	957	2783	29-Oct-10	Disaster	12500000	NaN	1000000
Mahiya - Call Of Love...	1732	2784	11-Mar-05	Disaster	10000000	400000	525000
Gandhi Se Mahatma Tak	2751	2785	4-Oct-96	Disaster	NaN	NaN	400000
Mahabharat Aur Barbareek	1228	2786	1-Feb-13	Disaster	17500000	1000000	1300000
Dharm	1478	2787	8-Jun-07	Disaster	22500000	1125000	1650000
Kaun Kitney Paani Mein	2983	2788	28-Aug-15	Disaster	NaN	2400000	2500000
Woh Bewafa Thi	988	2789	28-Jul-00	Disaster	2500000	250000	325000
Iqraar By Chance	1535	2790	6-Oct-06	Disaster	27500000	1200000	1450000
Kahan Ho Tum!	1900	2791	11-Jul-03	Disaster	6500000	400000	500000
Kairee	2130	2792	29-Sep-00	Disaster	1500000	NaN	500000
Lollypop	1346	2793	21-Mar-08	Disaster	1000000	NaN	550000
Julie Ki Jawani	1859	2794	16-Apr-04	Disaster	1250000	NaN	375000
Dolly Darling	2115	2795	17-Nov-00	Disaster	1500000	NaN	275000
Hum Sey Hai Jahaan	1333	2796	6-Jun-08	Disaster	50000000	950000	1025000
Mastaani Girls	1445	2797	2-Mar-07	Disaster	2000000	NaN	500000
Hum Tum Dushman Dushman	2614	2798	6-Feb-15	Disaster	20000000	NaN	1200000
Kahaani Saali Jeeja Ki	2013	2799	16-Nov-01	Disaster	1000000	NaN	275000
Main Hoon Kharidaar	1511	2800	16-Nov-07	Disaster	2000000	NaN	500000
Jai Mata Vaibhav Laxmi	1906	2801	18-Apr-03	Disaster	3000000	375000	475000
Anubhav	1077	2802	5-Jun-09	Disaster	20000000	1475000	1675000
Talaashi	1234	2803	2-May-03	Disaster	17500000	400000	650000
Jail Queens	1808	2804	3-Sep-04	Disaster	2000000	NaN	400000
We R Friends	1555	2805	28-Jul-06	Disaster	10000000	575000	675000
Kaashh....Mere Hote	993	2806	9-Jan-09	Disaster	35000000	1025000	1045000
Hello Girls	2022	2807	19-Oct-01	Disaster	1500000	NaN	300000
Ishq Click	3337	2808	22-Jul-16	Disaster	NaN	NaN	1400000
Khushboo	1336	2809	20-Jun-08	Disaster	25000000	1300000	1350000
Pyar Karnewala Kabhi Kam Na Honge	2926	2810	6-Oct-95	Disaster	2000000	NaN	125000
Daulat Ki Hawas	1852	2811	19-Mar-04	Disaster	1500000	NaN	375000
Dashavatar	1335	2812	13-Jun-08	Disaster	110000000	1700000	1775000
Chudail Ki Raat	2120	2813	3-Nov-00	Disaster	1500000	NaN	400000
Karma Aur Holi	1004	2814	6-Mar-09	Disaster	100000000	1650000	1710000
Mera Dil Leke Dekkho	1536	2815	6-Oct-06	Disaster	27500000	1100000	1300000
Sulemani Keeda	2467	2816	5-Dec-14	Disaster	3500000	1900000	2475000
Sarfaroshi - A War Against System	2310	2817	26-Sep-14	Disaster	15000000	NaN	900000
Inteqam	2036	2818	27-Jul-01	Disaster	5500000	NaN	325000
Life Mein Time Nahi Hai Kisi Ko	5762	2819	18-Oct-19	Disaster	NaN	NaN	2800000
Jugaad	998	2820	13-Feb-09	Disaster	40000000	1350000	1430000
Zindagi Tere Naam	1018	2821	16-Mar-12	Disaster	35000000	1450000	1675000
Jeena To Hai	1358	2822	5-Sep-08	Disaster	6000000	NaN	850000
Smile Please	1769	2823	17-Dec-04	Disaster	9000000	450000	675000
Khap	812	2824	29-Jul-11	Disaster	27500000	1625000	1675000
Yeh Pal Ho Na Ho... Kal	1076	2825	29-May-09	Disaster	15000000	900000	1100000
The Silent Heroes	3191	2826	11-Dec-15	Disaster	NaN	1750000	1845000
M.A. Pass	3452	2827	20-Jan-17	Disaster	NaN	NaN	1300000
Aaj Jana Hai Ke Pyaar Kya Hai...	1787	2828	12-Nov-04	Disaster	3500000	NaN	375000
The Night Of The Interview	2231	2829	21-Mar-14	Disaster	12500000	NaN	900000
It's Rocking Dard-E-Disco	1182	2830	9-Nov-12	Disaster	25000000	1125000	1200000
Hogaya Dimaagh Ka Dahi	3081	2831	16-Oct-15	Disaster	NaN	1500000	1650000
Laalchee	2768	2832	23-Aug-96	Disaster	4000000	225000	250000
Hot Maliaka	1575	2833	12-May-06	Disaster	1500000	NaN	525000
Hasino Ka Dalal	1841	2834	7-May-04	Disaster	2000000	NaN	350000
Main Hoon Krishna	1224	2835	25-Jan-13	Disaster	50000000	1825000	2100000
Bhopal Express	2265	2836	10-Dec-99	Disaster	7500000	300000	550000
Yeh Hai Pyar Ka Mausam	2076	2837	23-Mar-01	Disaster	1500000	NaN	225000
Khallas	1456	2838	30-Mar-07	Disaster	6000000	550000	700000
Baat Ban Gayi	1618	2839	11-Oct-13	Disaster	35000000	1725000	1800000
Toss	1097	2840	28-Aug-09	Disaster	30000000	1350000	1425000
Khanna & Iyer	1451	2841	30-Mar-07	Disaster	22500000	1350000	1400000
Maheruh	3646	2842	10-Nov-17	Disaster	NaN	NaN	1400000
Sabki Bajegi Band	2859	2843	1-May-15	Disaster	NaN	2175000	2370000
Jism Se Rooh Tak	2466	2844	5-Dec-14	Disaster	2000000	NaN	650000
W	2203	2845	14-Mar-14	Disaster	15000000	1335000	1430000
Aadhi Raat	2351	2846	22-Oct-99	Disaster	1000000	NaN	200000
Mein Bikaaoo On Sale	1749	2847	11-Feb-05	Disaster	3000000	NaN	400000
Jungle Love	1495	2848	31-Aug-07	Disaster	1500000	NaN	450000
Dekh Tamasha Dekh	2226	2849	18-Apr-14	Disaster	22500000	1795000	1895000
Unindian	3363	2850	19-Aug-16	Disaster	NaN	2100000	2175000
Tu Bewafa Hai	2180	2851	8-Nov-13	Disaster	2500000	NaN	800000
Coffee House	1013	2852	10-Apr-09	Disaster	20000000	775000	850000
Dil Jo Na Keh Saka	3653	2853	17-Nov-17	Disaster	NaN	1225000	1400000
Jaal Pe Jaal	1878	2854	6-Jun-03	Disaster	2000000	NaN	300000
Maya Ya Maut	1351	2855	15-Aug-08	Disaster	2000000	NaN	450000
Krantipath	2465	2856	19-Feb-99	Disaster	4000000	150000	225000
Kaam Kriya	1796	2857	15-Oct-04	Disaster	1500000	NaN	375000
My Best Friend	2655	2858	23-Jan-15	Disaster	NaN	NaN	575000
Baa Baaa Black Sheep	3741	2859	23-Mar-18	Disaster	NaN	2275000	2340000
Love U Crazy Girl	2223	2860	11-Apr-14	Disaster	2500000	NaN	700000
Yeh Ishq Sarfira	3153	2861	27-Nov-15	Disaster	NaN	NaN	1200000
Stand By	826	2862	26-Aug-11	Disaster	45000000	1475000	1525000
Pranali - The Tradition	1327	2863	2-May-08	Disaster	25000000	1250000	1325000
Manchali Padosan	3045	2864	25-Sep-15	Disaster	NaN	NaN	750000
Manthan Ek Kashmakash	1311	2865	4-Jan-08	Disaster	10000000	750000	850000
Item Girl	1563	2866	30-Jun-06	Disaster	1500000	NaN	425000
Love King Murder	1430	2867	30-Aug-13	Disaster	1500000	NaN	675000
Yeh Dooriyaan	828	2868	26-Aug-11	Disaster	62500000	1475000	1525000
Dear Vs Bear	2309	2869	26-Sep-14	Disaster	4000000	NaN	700000
Pankh	915	2870	2-Apr-10	Disaster	55000000	1475000	1510000
Panga Naa Lo	1475	2871	20-Apr-07	Disaster	12500000	650000	675000
Mere Khwabon Mein Jo Aaye	997	2872	6-Feb-09	Disaster	30000000	1300000	1350000
The Best Seller	3228	2873	26-Feb-16	Disaster	NaN	NaN	1250000
Four Pillars Of Basement	3124	2874	6-Nov-15	Disaster	NaN	1875000	1950000
Ho Jaata Hai Pyar	1636	2875	2-Dec-05	Disaster	8000000	300000	475000
My Friend Ganesha 3	913	2876	26-Mar-10	Disaster	32500000	1375000	1650000
Gurgaon	3573	2877	4-Aug-17	Disaster	NaN	2125000	2230000
Kadvi Hawa	3661	2878	24-Nov-17	Disaster	NaN	2225000	2250000
Yeh Hai U Turn	1525	2879	10-Nov-06	Disaster	1500000	NaN	450000
Jaan Pe Khelenge Hum	1970	2880	17-May-02	Disaster	6500000	NaN	300000
Love In Jungle	2481	2881	30-May-14	Disaster	2000000	NaN	600000
Naakhoon	2129	2882	15-Sep-00	Disaster	1000000	NaN	200000
Paapi - Ek Satya Katha	1616	2883	11-Oct-13	Disaster	15000000	1275000	1375000
Main Hoon Basanti Tangewali	1403	2884	21-Aug-09	Disaster	1000000	NaN	450000
Yeh Figure Hai	1420	2885	12-Jan-07	Disaster	1250000	NaN	425000
Angdai	1345	2886	21-Mar-08	Disaster	1000000	NaN	450000
Swarg Aashram	2177	2887	10-Jan-14	Disaster	2000000	NaN	750000
Saanwariya - Khatu Shyamji Ki Amar Gaatha	1265	2888	19-Apr-13	Disaster	9000000	600000	750000
Kyon?	1903	2889	29-Aug-03	Disaster	8000000	700000	875000
Abhi To Raat Hai	1520	2890	24-Nov-06	Disaster	1500000	NaN	300000
Thanks Maa	902	2891	5-Mar-10	Disaster	25000000	1430000	1465000
Fatso	1029	2892	4-May-12	Disaster	60000000	1500000	1575000
M.A.D - Mad About Dance	2295	2893	22-Aug-14	Disaster	37500000	1900000	2000000
Cocktail - The Deadly Combination	1498	2894	14-Sep-07	Disaster	6000000	300000	450000
Www.Love.com	937	2895	25-Jun-10	Disaster	15000000	1500000	1600000
Shabri	825	2896	26-Aug-11	Disaster	35000000	1135000	1185000
Love Recipe	1051	2897	25-May-12	Disaster	20000000	1425000	1575000
Accident On Hill Road	883	2898	1-Jan-10	Disaster	35000000	1375000	1425000
Husn Bewafa	1595	2899	10-Mar-06	Disaster	4500000	200000	450000
Cool Double Mazaa	1506	2900	26-Oct-07	Disaster	1500000	NaN	400000
Guns Of Banaras	5815	2901	21-Feb-20	Disaster	NaN	NaN	2300000
Bad Boys	1898	2902	25-Jul-03	Disaster	6000000	300000	375000
Aisa Kyon Hota Hai	1603	2903	17-Feb-06	Disaster	10000000	375000	425000
Dus Tola	955	2904	22-Oct-10	Disaster	62500000	1350000	1410000
Jigariyaa	2322	2905	10-Oct-14	Disaster	60000000	1900000	2010000
Mushkil	5715	2906	9-Aug-19	Disaster	NaN	NaN	2300000
Hum Chaar	5603	2907	15-Feb-19	Disaster	NaN	NaN	2300000
Chal Pichchur Banate Hain	1047	2908	7-Sep-12	Disaster	35000000	1350000	1425000
Ek Baar Aao Na	1565	2909	16-Jun-06	Disaster	1500000	NaN	375000
Ghar Bazar	2587	2910	13-Mar-98	Disaster	3500000	NaN	300000
Karo Na... Pyaar	1561	2911	14-Jul-06	Disaster	4000000	300000	450000
Gafla	1533	2912	6-Oct-06	Disaster	12500000	875000	1150000
The Journey Of Karma	5530	2913	26-Oct-18	Disaster	NaN	NaN	1800000
Prem Kaa Game	912	2914	26-Mar-10	Disaster	30000000	1260000	1280000
Rooh	1008	2915	20-Mar-09	Disaster	12500000	500000	600000
Wedding Anniversary	3474	2916	24-Feb-17	Disaster	NaN	1735000	1830000
Hope & A Little Sugar	1323	2917	18-Apr-08	Disaster	22500000	1275000	1385000
Tantrik Shakti	1917	2918	17-Jan-03	Disaster	2500000	NaN	250000
Gour Hari Dastaan	2950	2919	14-Aug-15	Disaster	NaN	1775000	1850000
Moh Maya Money	3434	2920	25-Nov-16	Disaster	NaN	1825000	1885000
Valentines's Night	1132	2921	10-Feb-12	Disaster	12500000	950000	1000000
Murder Plan	1266	2922	19-Apr-13	Disaster	4000000	800000	1250000
Apna Asmaan	229	2923	7-Sep-07	Disaster	30000000	1100000	1200000
Angel	776	2924	11-Feb-11	Disaster	25000000	1100000	1225000
Malika - The Fire	1347	2925	26-Sep-08	Disaster	1500000	NaN	400000
Young - The Powerful Blood	1406	2926	5-Jun-09	Disaster	2000000	NaN	475000
Hum Do Anjaane	802	2927	27-May-11	Disaster	15000000	425000	550000
Sanam Teri Kasam	1075	2928	22-May-09	Disaster	25000000	300000	450000
Spark	2323	2929	10-Oct-14	Disaster	50000000	1270000	1320000
Dangerous Sex Dhokha Aur Murder	2342	2930	24-Oct-14	Disaster	NaN	NaN	500000
Darr Ke Aage Jeet	2406	2931	21-Nov-14	Disaster	NaN	NaN	650000
Ek Aur Maut	2183	2932	25-Feb-00	Disaster	1000000	NaN	200000
Meri Shadi Karao	1216	2933	4-Jan-13	Disaster	22500000	1375000	1525000
Lava - Kusa	954	2934	8-Oct-10	Disaster	35000000	1375000	1395000
Dekh Re Dekh	1091	2935	17-Jul-09	Disaster	15000000	1000000	1050000
Life Ki Toh Lag Gayi	1028	2936	27-Apr-12	Disaster	35000000	1325000	1400000
Hope Aur Hum	3767	2937	11-May-18	Disaster	NaN	1925000	1975000
Fuddu	3411	2938	14-Oct-16	Disaster	NaN	1725000	1785000
Pranaam	5714	2939	9-Aug-19	Disaster	NaN	NaN	2100000
Yeh Hai Rangraliyan	2507	2940	9-Jan-15	Disaster	NaN	NaN	550000
Jhansi Ki Rani Laxmibai	1024	2941	30-Mar-12	Disaster	20000000	450000	600000
World Cupp 2011	1104	2942	18-Dec-09	Disaster	15000000	1125000	1200000
Sardi Mein Garmi	1607	2943	3-Feb-06	Disaster	1500000	NaN	350000
Sanam Tere Pyaar Mein	1969	2944	17-May-02	Disaster	1500000	NaN	200000
Lakha	2629	2945	14-Nov-97	Disaster	2500000	NaN	150000
Tu Hai Mera Sunday	3618	2946	6-Oct-17	Disaster	NaN	1445000	1895000
