	indx	film	id	rank	release_date	release_year	five_yr	verdict	verdict_rank	budget	first_week	tot_net_gross	budget_adjust	first_week_adjust	tot_net_gross_adjust	success_flop	profit_ratio	footfalls	screens	runtime	release_week	holiday_release	multiple_releases	genre	sequel_remake	production_banner	actors	directors	producers	music	lyrics	screenplay	dialogue	story	production_banner_exp	production_banner_hits	actors_exp	actors_hits	directors_exp	directors_hits	producers_exp	producers_hits	music_exp	music_hits	lyrics_exp	lyrics_hits	screenplay_exp	screenplay_hits	dialogue_exp	dialogue_hits	story_exp	story_hits	directors_awards	actors_awards	music_awards	lyrics_awards	screenplay_awards	dialogue_awards	story_awards
2225	2225	Ya Rab	2124	2595	2014-02-07	2014	2010	Disaster	1	6.0	0.233	0.275	8.28	0.322	0.38	0	1	42300	275	120	5	0	3	Drama	0	True Films	Manzar Sehbai|Ajaz Khan|Arjumman Mughal|Akhilendra Mishra	Hasnain Hyderabadwala	Mohsin Ali Khan|Meesam Ali Khan|Hoori Ali Khan	Amjad-Nadeem	Shakeel Azmi	Ikram Akhtar	none	none	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2226	2226	Bow Barracks Forever	1493	2596	2007-07-27	2007	2005	Disaster	1	2.25	0.235	0.275	5.85	0.611	0.715	0	1	42200	50	110	29	0	0	Drama	0	Cinemawalla Production|Pritish Nandy Communications	Victor Banerjee|Lillete Dubey|Sabyasachi Chakraborty|Neha Dubey	Anjan Dutt	Pritish Nandy|Rangita Pritish Nandy	Neel Dutt	Neel Dutt|Anjan Dutt|Usha Uthup	none	none	none	11.0	0.0	1.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2227	2227	Kal - Yesterday & Tomorrow	1673	2597	2005-09-16	2005	2005	Disaster	1	1.0	0.19	0.245	2.92	0.555	0.715	0	1	41900	35	94	37	0	0	Drama	0	Hormuz Film Productions|Raas Entertainment|Sudhir Mishra	Chitrangda Singh|Shiney Ahuja|Smriti Mishra|Ram Kapoor	Ruchi Narain	Sudhir Mishra	Shantanu Moitra|Sneha Khanwalkar	Swanand Kirkire	Ruchi Narain	Ruchi Narain	none	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2228	2228	Chittagong	1151	2599	2012-10-12	2012	2010	Disaster	1	5.0	0.23	0.353	8.4	0.386	0.593	0	1	41500	65	104	41	0	2	Drama	0	Anurag Kashyap Films Pvt. Ltd.|Bohra Bros|Jonai Productions|NDTV	Manoj Bajpai|Barry John|Delzad Hiwale|Vega Tamotia	Bedabrata Pain	Bedabrata Pain	Shankar-Ehsaan-Loy	Prasoon Joshi	Bedabrata Pain|Shonali Bose	Bedabrata Pain	none	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	27.0	6.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2229	2229	Jaane Hoga Kya	1552	2601	2006-09-01	2006	2005	Disaster	1	5.5	0.17	0.20800000000000002	15.235	0.47100000000000003	0.5760000000000001	0	1	41200	55	121	35	2	1	Sci Fi / Fantasy	0	P.K. Arts Creation Films Ltd.	Aftab Shivdasani|Bipasha Basu|Preeti Jhangiani|Rahul Dev	Glen Barreto|Ankush Mohla	Alok Shrivastava	Sajid Wajid|Nikhil-Vinay	Rasheed Lucknowi|Sameer	none	none	none	0.0	0.0	44.0	4.0	0.0	0.0	1.0	0.0	28.0	1.0	133.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2230	2230	Ribbon	3641	2610	2017-11-03	2017	2015	Disaster	1	25.5	0.395	0.405	30.6	0.474	0.486	0	1	32300	175	109	44	0	1	Drama	0	Eros International|Red Cart Films	Kallol Banerjee|Sumeet Vyas|Kalyani Mulay|Raghav Dutt	Rakhee Sandilya	Swathi Mondal|Prakash Mondal	Sagar Desai|Mikey McCleary	Sagar Lahauri|Puneet Sharma	none	none	none	50.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2231	2231	30 Minutes	3438	2613	2016-12-09	2016	2015	Disaster	1	30.0	0.175	0.245	36.9	0.215	0.301	0	1	40000	125	111	49	0	1	Thriller	0	Big Curtains Media Pvt. Ltd.|Spectral India Media Management	Hiten Paintal|Hrishita Bhatt|Paintal|Hemant Pandey	Yesudas	Yesudas	Naresh Vakil|Haroon|Ashok Sharma|Jaspal Moni	Swetab Pathak	none	none	none	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2232	2232	Revati	1713	2614	2005-04-29	2005	2005	Disaster	1	0.9	0.065	0.10800000000000001	2.628	0.19	0.315	0	1	39900	10	141	17	0	2	Drama	0	Victory International	Kashmira Shah|Kiran Kumar|Ayub Khan|Shreyas Talpade	Faroogh Siddiqui	Vikas Kate	Jatin-Lalit|Nazakat-Shujat	Faroogh Siddiqui	Faroogh Siddiqui	Faroogh Siddiqui	none	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2233	2233	Kiss Kis Ko	1786	2615	2004-10-29	2004	2000	Disaster	1	2.0	0.125	0.155	6.06	0.379	0.47	0	1	39800	40	119	43	0	3	Love Story	0	Eros International|Medient|Multi Vision Pictures	Karan Oberoi|Sherrin Varghese|Siddharth Haldipur|Sudhanshu Pandey	Sharad Saran	Raam Punjabi	Vikesh Mehta|Band of Boys	Karan Oberoi|Sachin Tyagi|P.K. Mishra	none	none	none	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2234	2234	Angry Young Man	2236	2616	2014-05-02	2014	2010	Disaster	1	4.75	0.15	0.17	6.555	0.207	0.235	0	1	39800	300	119	17	0	3	Action	0	Vsr Films	Ajay Sinh Rathod|Prachi Sinha|Raj Arjun|Ehsaan Khan	Ramesh Rout	Jaydeep Sinh Rathod|Vijay Sinh Rathod	Amjad-Nadeem|Mikey McCleary	Shabbir Ahmed|Ankur Tewari	none	none	none	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	36.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2235	2235	Chalo America	2458	2619	1999-02-12	1999	1995	Disaster	1	0.35	0.045	0.08800000000000001	1.242	0.16	0.312	0	1	39600	5	93	6	0	1	Comedy	0	NFDC	Aashish Chaudhary|Mandar Shinde|Deven Bhojani	Piyush Jha	none	Charles Vaz	Harshad Sharma	Harshad Sharma	Harshad Sharma	Piyush Jha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2236	2236	Miss Lovely	2099	2621	2014-01-17	2014	2010	Disaster	1	5.0	0.35	0.37799999999999995	6.9	0.483	0.522	0	1	37200	250	113	2	0	1	Drama	0	Easel Films|Future East Film|White Lion Entertainment	Nawazuddin Siddiqui|Niharika Singh|Anil George|Zeena Bhatia	Ashim Ahluwalia	none	none	none	Ashim Ahluwalia	Ashim Ahluwalia	Ashim Ahluwalia|Mushfiq Khan|Aaditya Bharadwaj	1.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2237	2237	Zubaan	3236	2622	2016-03-04	2016	2015	Disaster	1	8.0	0.358	0.38	9.84	0.44	0.467	0	1	34400	350	118	9	0	1	Drama	0	Metamozez Entertainment|Sikhya Entertainment Pvt. Ltd.|Wave Cinemas	Vicky Kaushal|Sarah Jane Dias|Manish Chaudhary|Meghna Malik	Mozez Singh	Guneet Monga|Shaan Vyas|Mozez Singh	Ashu Pathak|Manraj Patar|Shree-Isshq	none	none	none	none	7.0	0.0	11.0	2.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2238	2238	Rajdhani Express	1215	2624	2013-01-04	2013	2010	Disaster	1	6.5	0.28	0.289	9.815	0.423	0.436	0	1	39200	275	130	0	0	3	Thriller	0	Cine Acts Films|SLA Impex Pvt. Ltd.|Trueman Entertainment Production	Leander Paes|Jimmy Shergill|Priyanshu Chatterjee|Sudhanshu Pandey	Ashok Kohli	Rajesh K. Patel|Ritika Kohli|Manoj Kejriwal	Lahu Madhav|Ritesh Nalini	Mirza Ghalib	none	none	none	0.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2239	2239	Who's There? Kaun Hai Wah?	856	2626	2011-11-18	2011	2010	Disaster	1	1.75	0.2	0.21100000000000002	3.115	0.35600000000000004	0.376	0	1	38900	150	114	46	0	1	Mystery	0	True Dreams Production	Rajbeer Singh|Kalpana Mathur|Gagan Kang|Mushtaq Khan	Ejaz Ahmed	Wasim Shaikh	Dinu	none	Shakir Shaikh	Ejaz Ahmed	Shakir Shaikh	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2240	2240	Yaara Silly Silly	3122	2629	2015-11-06	2015	2015	Disaster	1	23.0	0.358	0.37	29.9	0.465	0.48100000000000004	0	1	33500	400	107	44	0	2	Drama	0	Focus Media|Movee Dreems	Paoli Dam|Parambrata Chatterjee|Parth Suri|Vidya Mallavde	Subhash Sehgal	Reena Suri|Neena Sehgal	Ankit Tiwari	Sandeep Nath	Rajeev Yogendra Nath	Rajeev Yogendra Nath	none	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	6.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2241	2241	Take It Easy	2485	2630	2015-01-02	2015	2015	Disaster	1	2.25	0.368	0.37799999999999995	2.925	0.478	0.491	0	1	35200	350	123	0	0	1	Drama	0	Prince Productions	Raj Zutshi|Dipannita Sharma|Joy Sengupta|Jyoti Gauba	Sunil Prem Vyas	Dharmesh Pandit|Narendra Singh	Subhi|Pappli-Priya|Sushant Pawar|Style Bhai	none	none	none	none	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2242	2242	Bollywood Diaries	3231	2631	2016-02-26	2016	2015	Disaster	1	30.0	0.32299999999999995	0.336	36.9	0.397	0.413	0	1	38700	525	122	8	0	2	Drama	0	Essel Vision Productions Ltd.|Rehab Pictures Pvt. Ltd.	Raima Sen|Salim Diwan|Ashish Vidyarthi|Karuna Pandey	K.D. Satyam	Sattar Diwan	Vipin Patwa	Sagar Lahauri	K.D. Satyam	K.D. Satyam|Anand Tomar	none	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2243	2243	Golden Bar	1867	2633	2004-02-27	2004	2000	Disaster	1	0.2	0.01	0.063	0.606	0.03	0.191	0	1	38600	2	110	8	0	3	Drama	0	Kori Film International	Sapna|Umesh Kori|Raza Murad|Hemant Birje	Ravi Kumar	Umesh Kori	Babu Kishen	Babu Kishen	Ravi Kumar	Ravi Kumar	Ravi Kumar	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2244	2244	Mere Dost Picture Abhi Baaki Hai	1146	2635	2012-07-20	2012	2010	Disaster	1	5.25	0.17	0.18	8.82	0.28600000000000003	0.302	0	1	38500	50	100	29	0	0	Comedy	0	FilmyBox Movies	Suneil Shetty|Rajpal Yadav|Om Puri|Udita Goswami	Rajnish Thakur	Narendra Singh	Parvez-Subhash|Sukhwinder Singh|Rajendra Shiv	Sameer|Taabhish Romani	none	none	none	0.0	0.0	47.0	1.0	1.0	0.0	0.0	0.0	8.0	0.0	63.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2245	2245	Anjaane - The Unknown	728	2636	2005-12-30	2005	2005	Disaster	1	1.5	0.07	0.095	4.38	0.204	0.27699999999999997	0	1	38400	30	110	52	0	1	Mystery	0	Rishi Films International	Manisha Koirala|Sanjay Kapoor|Tejaswini Kolhapure|Helen	Harryy W. Fernaandes	Sneh Mehta	Himesh Reshammiya	Sameer	Harryy W. Fernaandes	Harryy W. Fernaandes	Aadesh K. Arjun	0.0	0.0	25.0	1.0	0.0	0.0	0.0	0.0	23.0	2.0	126.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2246	2246	The Past	3762	2639	2018-05-11	2018	2015	Disaster	1	30.5	0.31	0.39	35.075	0.35600000000000004	0.44799999999999995	0	1	27800	100	122	18	0	2	Horror	0	Peacock Motion Filmz	Vedita Pratap Singh|Yuvraj Parashar|Rajesh Sharma|Samiksha Bhatt	Gagan Puri	Jaspal Singh|Nitesh Kumar	Mannan Munjal	Sundip Rale	Sundip Rale	Sundip Rale	none	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2247	2247	Uvaa	2885	2645	2015-06-26	2015	2015	Disaster	1	2.5	0.205	0.212	3.25	0.266	0.276	0	1	37700	200	137	25	0	1	Drama	0	Dhanraj Films Pvt. Ltd.	Om Puri|Jimmy Shergill|Sangram Singh|Archana Puran Singh	Jasbir Bhaati	Anil D. Jethani|Chandresh D. Jethani	Hanif Sheikh|Palash Muchhal|Rashid Khan|Praveen Bhardwaj	none	none	none	none	2.0	0.0	27.0	3.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2248	2248	Bhairavi	2767	2647	1996-08-23	1996	1995	Disaster	1	0.3	0.033	0.038	1.44	0.158	0.182	0	1	37500	12	142	33	1	3	Drama	0	Plus Films	Ashwini Bhave|Sridhar|Manohar Singh|Umashri	Aruna Raje	none	Laxmikant-Pyarelal	Amit Khanna	Aruna Raje|Kamna Chandra	Kamna Chandra	Kamna Chandra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2249	2249	Bioscopewala	3776	2648	2018-05-25	2018	2015	Disaster	1	30.5	0.34299999999999997	0.364	35.075	0.39399999999999996	0.419	0	1	24500	150	94	20	0	1	Drama	0	Fox Star Studio India Pvt. Ltd.|Handmade Films	Danny Denzongpa|Geetanjali Thapa|Adil Hussain|Tisca Chopra	Deb Medhekar	Sunil Doshi	Sandesh Shandilya	Gulzar	Radhika Anand|Deb Medhekar	none	Sunil Doshi	29.0	9.0	16.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2250	2250	Boond	706	2650	2001-08-17	2001	2000	Disaster	1	0.75	0.04	0.05	2.5580000000000003	0.136	0.17	0	1	37400	7	127	32	1	1	Drama	0	Sai Farhad Arts	Mumtaz|Navin Berry|Siddharth Dhawan|Ravi Kissen	Inayat Mahshar	Jaanam Khan	Rajendra-Liyaqat	Taufeeq Paalvi|Asad Ajmeri	Jaanam Khan	Asad Ajmeri	none	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2251	2251	Amma	1921	2652	2003-01-31	2003	2000	Disaster	1	0.3	0.055	0.075	0.945	0.17300000000000001	0.23600000000000002	0	1	37200	7	138	4	1	0	Drama	0	Megha Drishti Films	Ayesha Jhulka|Yashpal Sharma|Aparna Asakarkar|Surendra Pal	Sunil Batta	Gyan Prakash|Anil Goyal|Sunil Batta	Uttam Chatterji	Vijay Tiwari|Akhilesh Dixit	none	none	none	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2252	2252	Qasam Se Qasam Se	1056	2655	2012-06-15	2012	2010	Disaster	1	2.0	0.21	0.223	3.36	0.353	0.375	0	1	37000	100	145	24	0	2	Love Story	0	The New Mumbai Talkies|Whispering Shadow Entertainment	Azim|Faith|Faraaz|Mukesh Tiwari	Ashfaque Makrani	Dharmendra Nath Thakur	Shailendra-Sayanti	Panchhi Jalonvi|Moazzam Azm	Nazim Hassan Rizvi	Nazim Hassan Rizvi	none	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2253	2253	Bumboo	1023	2657	2012-03-30	2012	2010	Disaster	1	2.5	0.278	0.285	4.2	0.467	0.479	0	1	36600	175	114	13	0	2	Comedy	0	Rajpurohit Motion Pictures|TF1 International	Kavin Dave|Bikramjeet Kanwarpal|Sumit Kaul|Sanjay Mishra	Jagdish Rajpurohit	none	Faiz ur Rehmen|Syed Faiz Ali|Santokh Singh|Dhruv Dhalla	Nadeem Asad|Shadab Akhtar	none	none	none	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254	2254	Old Iss Gold	1470	2658	2007-06-22	2007	2005	Disaster	1	0.9	0.1	0.12300000000000001	2.34	0.26	0.32	0	1	36600	35	141	24	0	2	Comedy	0	Rahmaan Arts International	Vikram Kumar|Madurima Tulli|Kader Khan|Asrani	Neeraj Sahai	Ashfaque Rahmaan	Agnel Roman|Ismail Darbar	Ravi Basnet|Agnel Roman|Baldev Prasad	none	none	none	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2255	2255	God Only Knows!	1774	2660	2004-01-16	2004	2000	Disaster	1	1.25	0.09	0.165	3.787	0.273	0.5	0	1	36300	15	118	2	0	1	Comedy	0	Why Not?	Sharbani Mukherji|Anjan Srivastav|Dilip Prabhavalkar|Viju Khote	Bharat Dabholkar	none	Louis Banks|Neil Banks	Bharat Dabholkar	Bharat Dabholkar	Bharat Dabholkar	Bharat Dabholkar	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2256	2256	Yeh Faasley	781	2661	2011-03-04	2011	2010	Disaster	1	6.5	0.255	0.268	11.57	0.45399999999999996	0.47700000000000004	0	1	36200	225	141	9	0	0	Drama	0	Sri Bhawani Pictures	Tena Desae|Rushad Rana|Anupam Kher|Pawan Malhotra	Yogesh Mittal	Om Prakash Mittal	Deepak Pandit	Manoj Muntashir	Yogesh Mittal|Atul Tiwari|Rajen Makhijani	none	none	0.0	0.0	21.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2257	2257	Matrubhoomi	1694	2662	2005-07-08	2005	2005	Disaster	1	2.25	0.14300000000000002	0.17800000000000002	6.57	0.418	0.52	0	1	36200	35	92	27	0	2	Drama	0	Exnihilo (France)|SMG Pictures	Tulip Joshi|Sudhir Pandey|Sushant Singh|Aditya Shrivastava	Manish Jha	Punam Sinha|Nicolas Blanc|Patrick Sobelman|Pankaj Kharbanda	Salim-Sulaiman	none	Manish Jha	none	none	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2258	2258	Chhodon Naa Yaar	236	2664	2007-10-05	2007	2005	Disaster	1	3.25	0.183	0.19	8.45	0.47600000000000003	0.494	0	1	36100	70	129	39	1	1	Thriller	0	Swadeshi Entertainment	Jimmy Shergill|Kim Sharma|Kabir Sadanand|Farid Amiri	Dilip Sood	Sameer Gaikwad	Anand Raj Anand|Ranjit Barot	Panchhi Jalonvi|Anand Raj Anand	Veena Advani	none	none	0.0	0.0	18.0	1.0	0.0	0.0	0.0	0.0	37.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2259	2259	Rise Of The Zombie	1262	2667	2013-04-05	2013	2010	Disaster	1	3.0	0.273	0.28300000000000003	4.53	0.41200000000000003	0.42700000000000005	0	1	36000	225	90	13	0	1	Horror	0	BSI Entertainment|Kenny Media Production|Luminosity Pictures	Luke Kenny|Kirti Kulhari|Ashwin Mushran|Benjamin Gilani	Luke Kenny|Devaki Singh	Reshma Mehta|Devaki Singh	Caralisa Monteiro|Sofia Jannok|Suraj Jagan	none	none	none	none	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2260	2260	3 Bachelors	1137	2671	2012-07-06	2012	2010	Disaster	1	4.0	0.14	0.15	6.72	0.235	0.252	0	1	35600	70	108	27	0	1	Comedy	0	UV News Media & Communication Ltd.	Sharman Joshi|Manish Nagpal|Raima Sen|Riya Sen	Ajai Sinha	Pramod Sharma	Daboo Malik	Praveen Bhardwaj|Rekha Mistry	Raghuvir Shekawat|Ajai Sinha	none	none	0.0	0.0	16.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2261	2261	Dee Saturday Night	2174	2676	2014-02-21	2014	2010	Disaster	1	2.0	0.138	0.14800000000000002	2.76	0.19	0.204	0	1	34800	175	138	7	0	2	Drama	0	Mishka Milenium Moovies|Patlla Productions	Arif Zakaria|Prashant Narayanan|Gaurav Dixit|Mahi Khanduri	Jay Prakash	Y.K. Sharma|Roli Prakash	Shamir Tandon|Ankit Tiwari	Sandeep Nath	Meeraq Mirza	none	none	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	13.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2262	2262	Gandhi To Hitler	813	2677	2011-07-29	2011	2010	Disaster	1	4.75	0.243	0.252	8.455	0.433	0.449	0	1	34700	150	111	30	0	1	Drama	0	Amrapali Media Vision Pvt. Ltd.	Neha Dhupia|Raghuvir Yadav|Aman Verma|Lucky Vakharia	Rakesh Ranjan Kumar	Anil Kumar Sharma	Sanjoy Chowdhary|Arvind-Lyton	Pallavi Mishra	Nalin Singh	Rakesh Ranjan Kumar	none	0.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2263	2263	Manjunath	2240	2678	2014-05-09	2014	2010	Disaster	1	5.5	0.313	0.335	7.59	0.43200000000000005	0.462	0	1	32800	175	126	18	0	4	Drama	0	Icomo|NFDC|Viacom 18 Motion Pictures	Sasho Satiiysh Saarathy|Seema Biswas|Divya Dutta|Yashpal Sharma	Sandeep A. Varma	none	Sonam-Nitin-Subir	Sandeep A. Varma|Rajneesh Bisht	Sandeep A. Varma	Sandeep A. Varma	Sandeep A. Varma	27.0	5.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2264	2264	Dreams - Sapnay Sach Honge...	1714	2679	2005-04-22	2005	2005	Disaster	1	1.25	0.085	0.1	3.65	0.248	0.292	0	1	34500	25	133	16	0	1	Love Story	0	Media Factory India Pvt. Ltd.	Aashish Chanana|Neha Pendse|Arzoo Govitrikar|Navin Nischol	Aashish Chanana	Aashish Chanana	Sajid Wajid	Rashid Khan|Ajay Jhingran	Sanjeev Puri	Sanjeev Puri	none	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2265	2265	Satya Bol	1799	2680	2004-10-01	2004	2000	Disaster	1	0.75	0.12	0.14300000000000002	2.272	0.364	0.433	0	1	34300	30	137	39	1	5	Drama	0	Sai Shiv Films Pvt. Ltd.	Manish Singh|Tina Parekh|Sayaji Shinde|Sachin Khedekar	Sanjay Upadhyay	none	Aadesh Shrivastava	Javed Akhtar	Vincent Franklin	Vincent Franklin|Sanjay Upadhyay	Sanjay Upadhyay	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	18.0	2.0	30.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
2266	2266	Qaidi Band	3587	2681	2017-08-25	2017	2015	Disaster	1	21.0	0.35	0.354	25.2	0.42	0.425	0	1	28800	800	118	34	2	3	Drama	0	Yash Raj Films	Aadar Jain|Anya Singh|Mikhail Yawalkar|Prince Parwinder Singh	Habib Faisal	Aditya Chopra	Amit Trivedi	Habib Faisal|Kausar Munir	Habib Faisal	Habib Faisal	none	18.0	6.0	0.0	0.0	2.0	1.0	15.0	6.0	15.0	2.0	20.0	5.0	4.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2267	2267	C U At 9	1725	2682	2005-04-01	2005	2005	Disaster	1	0.8	0.153	0.198	2.336	0.447	0.578	0	1	34200	35	102	13	0	2	Mystery	0	Milgrey Finance & Investments Ltd.	Isaiah|Shweta Konnur|Kanksha|Marlon Rodrigues	Marlon Rodrigues	none	Tapas Relia	Nadeem	Marlon Rodrigues	Marlon Rodrigues	Manish Gupta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
